word,llm_emoji,fit,cldr_emojis,agree
division,➗️,3,➗️,true
dizzy,😵,3,🥴;😵;💫;🌀,true
do,✅️,1,📋️;⛔️,false
doctor,🩺,3,😷;🏥;🥼;💉;💊;🩺;🩻,true
document,📄,3,📃;📄;🪪,true
dodo,🦤,3,🦤,true
dog,🐕️,3,🦴;🐶;🐕️;🦮;🐩;🌭,true
doll,🪆,3,🎎;🪆,true
dollar,💵,3,🪙;💰️;💵;💸;💲,true
dolphin,🐬,3,🐬,true
donation,🎁,3,🩸,false
done,✅️,2,💅;⌛️;⏳️;✅️;☑️;✔️,true
donkey,🫏,3,🫏,true
donut,🍩,3,🍩,true
door,🚪,3,🚪,true
dope,😎,1,👌,false
dot,🔴,3,💠,false
double,✌️,2,👯;⏩️;⏪️;⏫️;⏬️;⏸️;‼️;➿️,false
doubt,🤔,2,🫤;🤷,false
doubtful,🤔,2,🫤,false
dove,🕊️,3,🕊️,true
down,⬇️,3,🙃;🫳;👇️;👎️;🐨;📩;📉;↘️;⬇️;↙️;↕️;⤵️;🔽;⏬️;🔻,true
downward,⬇️,3,📉,false
downwards,⬇️,3,🔽,false
dragon,🐉,3,🐲;🐉;🀄️,true
dream,💭,3,💭,true
dress,👗,3,👗;🥻;👚;👛;👜;👝;👠;👢,true
dressage,🐎,2,🐴,false
dribble,🏀,3,⛹️,false
drink,🥤,3,🍼;🥛;☕️;🫖;🍵;🍶;🍾;🍷;🍸️;🍹;🍺;🥂;🫗;🥤;🧉;🏺,true
drip,💧,3,💦;🫟,false
drive,🚗,3,🚐;🚕;🚙;🚚;🚛,false
dromedary,🐫,3,🐪,false
drop,💧,3,🫳;☔️;💧;🩸,true
droplet,💧,3,💦;💧,true
drought,🏜️,3,🌵;🪾,false
drove,🐄,1,🚖;🚘️;🚦,false
drum,🥁,3,🛢️;🥁;🪘,true
drunk,🍺,2,🥴;🍹,false
dry,☀️,2,🚱,false
duck,🦆,3,🦆;🪿,true
duckling,🐥,3,🦢,false
duel,⚔️,3,🤼,false
dumpling,🥟,3,🥟,true
dung,💩,3,💩,true
dupe,🎭️,1,♟️,false
dusk,🌆,3,🌆;🌇,true
dying,💀,2,🥵;🥀,false
dynamite,🧨,3,🧨,true
eagle,🦅,3,🦅,true
ear,👂️,3,👂️;🦻;🧏;👯;🌾;🌽,true
earth,🌍️,3,🌍️;🌎️;🌏️;🌐,true
east,🧭,2,➡️,false
easy,😌,2,🍳,false
eat,🍽️,3,😋;🍔;🍽️;🍴;🥄,true
edge,📐,2,📏,false
education,🎓️,3,🎒;🎓️;📔;📕;📖;📗;📘;📙;📚️,true
egg,🥚,3,🐣;🪺;🥚;🍳,true
eight,8️⃣,3,🕗️;🕣️;🎱;✳️;✴️;8️⃣,true
eighteen,🔢,2,🔞,false
eject,⏏️,3,⏏️,true
elderly,👴,2,🧓;👴;👵,true
electric,⚡️,3,🚃;⚡️;🔌;💡;🔦,true
electricity,⚡️,3,⚡️;🔌,true
electronic,📱,2,🪫,false
elegant,👗,2,💃;🕺;🌹,false
elephant,🐘,3,🐘,true
elevator,🛗,3,🛗,true
eleven,🔢,2,🕚️;🕦️,false
elf,🧝,3,🧝,true
elk,🦌,3,🫎,false
elves,🧝,2,🧝,true
embarrass,😳,3,🫢;🫣,false
emblem,🛡️,2,🔱,false
embrace,🤗,3,🫂,false
embroidery,🧵,3,🪡,false
emergency,🚨,3,🚑️;🚨;🦺,true
emotion,😢,2,💘;💝;💖;💗;💓;💞;💕;💟;💔;❤️;🩷;💛;💚;💙;🩵;💜;🩶;💋;♥️,false
empty,📭️,3,🪹;🫗;🫙,false
enchantment,✨️,2,🧝,false
end,🔚,3,🔚,true
energy,⚡️,3,🪫,false
engaged,💍,3,💍,true
engagement,💍,3,💍;💎,true
engine,🚗,3,🚂;🚒,false
ensnare,🕸️,1,🪝,false
entertainment,🎭️,3,🎠;🎆;🎣;🎯;🎮️;🎲;🎭️;🎨;📻️,true
entry,🚪,2,⛔️;🚫,false
envelope,✉️,3,🧧;✉️;📨;📩,true
epic,🏆️,2,😜;😯;😱,false
equal,🟰,2,🟰,true
equality,⚖️,2,🟰,false
equestrian,🐎,2,🐎,true
equine,🐎,2,🐴,false
eruption,🌋,3,🌋,true
euro,💶,3,🪙;💶,true
evening,🌆,3,🌆,true
evidence,🔍️,2,🧾,false
evil,😈,3,😈;👿;🙈;🙉;🙊;🖤;🦹;🧿,true
evolution,🧬,3,🧬,true
ewe,🐑,3,🐑,true
exasperation,😤,2,🤦,false
exchange,🔄,3,💱,false
excited,🤩,3,😅;🤩;🥳;👻;💖;💗;👏;🤸;🎉,true
exclamation,❗️,3,❣️;‼️;⁉️;❕️;❗️,true
exercise,🏋️,3,🙆,false
exhalation,💨,2,🫁,false
exhausted,😩,3,🫩,false
expendable,💸,2,♟️,false
expensive,💰️,3,🫰,false
experiment,🧪,3,🥼;🧪;🔬,true
expert,🎓️,2,🤓,false
explode,💥,3,🤯;💥,true
explosion,💥,3,💣️,false
explosive,💣️,3,🧨,false
expressionless,😐️,3,😐️;😑;😶,true
extinction,🦖,3,🦣;🦤,false
extinguish,🧯,3,🧯,true
extra,➕️,2,🛸,false
eye,👁️,3,😄;😁;😊;😍;😚;😙;😜;🤪;😝;🫣;😸;😻;😽;👀;👁️;👓️;🕶️;🥽;🧿,true
face,😀,3,😀;😃;😄;😁;😆;😅;🤣;😂;🙂;🙃;🫠;😉;😊;😇;🥰;😍;🤩;😘;😗;☺️;😚;😙;🥲;😋;😛;😜;🤪;😝;🤑;🤗;🤭;🫢;🫣;🤫;🤔;🫡;🤐;🤨;😐️;😑;😶;🫥;😏;😒;🙄;😬;🤥;🫨;😌;😔;😪;🤤;😴;🫩;😷;🤒;🤕;🤢;🤮;🤧;🥵;🥶;🥴;😵;🤠;🥳;🥸;😎;🤓;🧐;😕;🫤;😟;🙁;☹️;😮;😯;😲;😳;🫪;🥺;🥹;😦;😧;😨;😰;😥;😢;😭;😱;😖;😣;😞;😓;😩;😫;🥱;😤;😡;😠;🤬;😈;👿;💀;☠️;💩;🤡;👹;👺;👻;👽️;👾;🤖;😺;😸;😹;😻;😼;😽;🙀;😿;😾;🙈;🙉;🙊;👀;👼;💆;🗣️;🐵;🐶;🐺;🦊;🐱;🦁;🐯;🐴;🦄;🐮;🐷;🐽;🐭;🐹;🐰;🐻;🐨;🐼;🐸;🐲;🐳;🌚;🌛;🌜️;🌝;🌞;🌬️;⛑️;🗿,true
facing,➡️,1,🤛;🤜;🐥;📄,false
factory,🏭️,3,🏭️,true
fail,❌️,3,😞;😩;⛔️,false
fairy,🧚,3,😇;😈;👿;💀;👹;👺;👻;👽️;👾;🤴;👸;👼;🎅;🤶;🧚;🧌;🐲;🐉;🔮,true
faithful,🙏,2,💯,false
fall,🍂,3,🍂,true
fallen,🍂,2,🍂,true
family,👪️,3,👪️;👑,true
fan,🌀,3,🪭,false
fancy,🎩,2,🧐;👗;👛;🎩,true
fantasy,🐉,3,😇;😈;👿;👹;👺;👻;👽️;👾;🤴;👸;👼;🎅;🤶;🧙;🧚;🧝;🧞;🧌;🔮;📖;📗;📘;📙;📚️,false
farm,🚜,3,🐴;🐎;🐮;🐂;🐄;🐷;🐖;🐽;🐑;🐐;🌽,false
farming,🚜,3,🧺,false
fart,💨,3,💨,true
fashion,👗,3,👠,false
fast,🏃,2,💨;🏃;🍔;🍟;👟;⏩️;⏪️;⏫️;⏬️,true
father,👨,3,🎅,false
favor,🙏,2,🙇,false
fax,📠,3,📠,true
fear,😨,3,😨;😱;🫦,true
fearful,😨,3,😨;😱,true
feather,🪶,3,🪶,true
feed,🍽️,3,🍴,false
feelings,❤️,2,🥹,false
feet,🦶,3,🦶;🐾;👞,true
female,♀️,3,🐑;♀️,true
fencing,🤺,3,🤺,true
ferry,⛴️,3,⛴️,true
festival,🎪,3,🥮;🎎,false
festive,🎉,2,💃;🕺;🪅,false
fetch,🎾,2,💁,false
fever,🤒,3,🤧;🦟,false
feverish,🤒,2,🥵,false
field,🌾,3,🏑,false
fife,🎵,1,🪈,false
fight,🥊,3,🫯;🥷,false
fighter,🥊,3,🥷,false
file,📁,3,📁;📂;🗃️;🗄️,true
filing,📁,2,🗄️,false
filling,🦷,2,🥧,false
film,🎬️,3,🎥;🎞️;📽️;🎦,false
fine,👌,2,😐️;😑;😒,false
finger,👆️,3,🖐️;🖖;🤞;🫰;🤘;👈️;👉️;👆️;🖕;👇️;☝️;🫵,true
finish,🏁,3,🏁,true
fire,🔥,3,🚒;🔥;🧨;🧯,true
first,🥇,3,🌓;🌛;🥇,true
fish,🐟️,3,🐟️;🐠;🐡;🦈;🍥;🎣;♓️,true
fishing,🎣,3,🚣;🦦;🐟️;🎣,true
fist,✊️,3,✊️;👊;🤛;🤜,true
five,5️⃣,3,✋️;🫷;🫸;🙏;🕔️;🕠️;5️⃣,true
fix,🔧,2,👷,false
fixed,🔧,2,✅️,false
flag,🚩,3,⛳️;📫️;📪️;📬️;📭️;🏁;🚩;🏴;🏳️;🏴󠁧󠁢󠁥󠁮󠁧󠁿;🏴󠁧󠁢󠁳󠁣󠁴󠁿;🏴󠁧󠁢󠁷󠁬󠁳󠁿,true
flair,✨️,2,💃;🕺,false
flamboyant,🌈,1,🦩,false
flame,🔥,3,🔥,true
flamenco,💃,2,💃;🕺,true
flamingo,🦩,3,🦩,true
flash,⚡️,3,📸,false
flat,🏠️,2,🥿,false
flautist,🎶,1,🪈,false
flavor,👅,2,🧂,false
flavoring,🧂,1,🧄;🧅,false
flex,💪,3,💪,true
flick,🎬️,1,💁,false
flight,✈️,3,🪶,false
flip,🔄,2,💁;🤸;🩴,false
flipper,🐬,2,🐬,true
flirt,😉,2,😉;😘;😗;😚;😙;😏;🫦;👭;👫;👬;🪭,true
float,🎈,2,🛟,false
flock,🐑,2,🪿,false
floor,🧱,2,🤣,false
flop,🐟️,1,🩴,false
floppy,💾,2,💾,true
flower,🌸,3,💐;🌸;💮;🪷;🌹;🥀;🌺;🌻;🌼;🌷;🪻;🎴,true
flu,🤒,3,🤧;💉,false
fluctuate,📈,2,🪀,false
fluffy,☁️,2,🐩;🐑,false
flute,🎶,3,🪈,false
flutter,🦋,2,🍃;🪭,false
fly,🪰,3,🕊️;🪽;🪰;✈️;🪁;💸,true
flying,✈️,3,🪽;✈️;🛸;🥏,true
focus,🎯,2,😣,false
fog,🌫️,3,🌁;🌫️,true
foggy,🌫️,3,🌁,false
folder,📁,3,📁;📂,true
fondue,🫕,3,🫕,true
food,🍽️,3,😋;🦐;🦑;🥭;🍎;🫐;🥝;🍅;🫒;🥑;🥔;🥕;🫑;🥒;🥜;🫘;🫜;🍞;🥐;🥖;🫓;🥞;🥓;🍔;🍟;🍕;🫔;🥙;🥚;🥘;🍲;🫕;🥗;🥫;🍱;🍘;🍙;🍚;🍛;🍜;🍝;🍠;🍢;🍣;🍥;🥡;🍦;🍨;🍩;🍭;🍯;🫖;🧋;🍴,false
foot,🦶,3,🦵;🦶;👞,true
for,➡️,1,🔰;🈺,false
forbidden,🚫,2,🙈;🙉;🙊;🙅;🔕;⛔️;🚫;🚳;🚭️;🚯;🚷;📵;🔞,true
force,💪,2,🪠,false
forest,🌲,3,🫈;🌲;🌳,true
forgive,🤝,2,🙇,false
forgot,🤦,2,😮;😧;🙈,false
fork,🍴,3,🍽️;🍴,true
formal,🤵,2,🤵;🎩,true
fortune,🔮,2,🥠;🔮;🪬;🔯,true
forward,➡️,2,⏩️,false
fountain,⛲️,3,⛲️;🖋️,true
four,4️⃣,3,🍀;🕓️;🕟️;4️⃣,true
fowl,🐔,3,🪿,false
fox,🦊,3,🦊,true
frame,🖼️,3,🖼️;🪟,true
frankfurter,🌭,3,🌭,true
free,🆓,2,🆓;🈶;🈚️,true
fresh,🌱,2,💈;🪟,false
fried,🍳,2,🍤,false
friend,🤝,3,👥,false
friendship,🤝,3,🫂,false
fries,🍟,3,🍟,true
frog,🐸,3,🐸,true
from,➡️,1,😤,false
front,➡️,2,🐥;🚪,false
frown,🙁,3,😕;🙁;☹️;😦;🙍;🙎,true
fruit,🍎,3,🍇;🍈;🍉;🍊;🍋;🍌;🍍;🥭;🍎;🍏;🍐;🍑;🍒;🍓;🫐;🥝;🍅;🥑;🥧,true
frustrated,😤,3,🫤;😖;😠;🙍,false
frustration,😤,2,🫤,false
fry,🍳,3,🍳,true
fuel,⛽️,3,⛽️,true
full,🈵,2,😋;💯;🫃;🫄;🌕️;🌝,false
fume,😤,2,😤,true
funeral,⚰️,3,⚱️,false
fungus,🍄,3,🍄,true
funny,😂,3,🤣;😂;😜,true
furious,😡,3,😤,false
fury,😡,2,😤,false
future,🔮,3,🔮,true
gaggle,🦢,2,🪿,false
gait,🚶,2,🚶,true
gamble,🎲,3,🎰,false
gambling,🎲,3,🎰,false
game,🎮️,3,👾;🏐;🎳;🏏;🏑;🏒;🏓;🏸;🥌;🎯;🎱;🎮️;🕹️;🎰;🎲;♠️;♥️;♦️;♣️;🃏;🀄️;🎴;🏁,true
gander,🦢,2,🪿,false
gang,👥,2,🚲️,false
garbage,🗑️,3,🗑️,true
garden,🌷,3,🐌;🐛;🐜;🐞;🫜;🏡;👒;🪏,false
garlic,🧄,3,🧄,true
gas,⛽️,2,⛽️,true
gasoline,⛽️,3,⛽️,true
gasp,😲,3,🫢,false
gay,🌈,1,🌈,true
gear,⚙️,3,⚙️,true
geek,🤓,3,🤓,true
geese,🪿,3,🪿,true
gem,💎,3,💎;🪎,true
gene,🧬,3,🧬,true
genetics,🧬,3,🧬,true
genie,🧞,3,🧞,true
geometric,📐,2,🔴;🔵;⚫️;⚪️;⬛️;⬜️;◼️;◻️;◾️;◽️;▪️;▫️;🔶;🔷;🔸;🔹;🔺;🔻;💠;🔘;🔳;🔲,false
gesture,🙋,2,🙈;🙉;🙊;🤌;🤟;🙌;🙏;🙍;🙅;🙆;🙋;🧏;🙇,true
gesundheit,🤧,2,🤧,true
ghost,👻,3,👻,true
giant,🗻,2,🫈,false
gift,🎁,3,🧧;🎁,true
gifted,🌟,2,🤓,false
giggle,😆,3,🤭,false
ginger,🫚,3,🦰;🫚,true
giraffe,🦒,3,🦒,true
girl,👧,3,👧,true
glad,😊,2,😊;🥲,true
glass,🥃,3,🥛;🍷;🍸️;🥂;🥃;🫗;🔍️;🔎,true
glide,🕊️,2,🪂,false
glitter,✨️,3,🪩,false
glittery,✨️,2,🌟,false
globe,🌐,3,🌍️;🌎️;🌏️;🌐,true
glove,🧤,3,🥎;🥊,false
glow,✨️,3,🌟,false
glowing,✨️,2,🌟,false
go,🚦,2,💨,false
goal,🎯,3,🥍;🥅,false
goat,🐐,3,🐐;♑️,true
gobble,🦃,2,🦃,true
goblin,👺,2,👺,true
goggles,🥽,3,🥽,true
gold,🥇,3,🏅;🥇;🪙;💰️;🪎,true
golf,⛳️,3,🏌️;⛳️;🚩,true
gondola,🚡,2,🚠;🚡,true
gone,👋,1,💨,false
goo,🟢,1,👶,false
good,👍️,2,🫡;😪;😴;💖;💤;👍️;👎️;👏;🦸;🛌;🧧,true
goofy,🤪,2,🤪,true
goose,🦢,3,🪿,false
gorilla,🦍,3,🦍,true
gossip,🗣️,2,💁,false
got,✋️,1,👌,false
grade,🎓️,2,🈴,false
graduation,🎓️,3,🎓️,true
grain,🌾,2,🌾;🍞,true
granny,👵,3,👵,true
grape,🍇,3,🍇,true
graph,📈,3,💹;📈;📉;📊,true
grapple,🤼,2,🤼,true
grateful,🙏,2,🥲;🥹,false
gratitude,🙏,2,🥹,false
grave,⚰️,3,🪦,false
gray,🩶,2,🩶;🦳,true
great,👍️,2,👏,false
green,🟢,3,💚;🏌️;🌳;🍏;🥬;🥗;📗;🔰;🟢;🟩,true
greetings,👋,2,👋,true
grey,🩶,2,🩶,true
grimace,😬,3,😬;🙎,true
grin,😁,3,😀;😃;😄;😁;😸,true
grizzly,🐻,3,🐻,true
groom,🤵,3,💇;🪮,false
groove,🎶,2,💃;🕺,false
gross,🤢,2,😝;🤢;🤮,true
ground,🌍️,2,⛱️,false
grow,🌱,2,🪴,false
growl,😾,2,🐻,false
growth,📈,2,🌷;💹;📈,true
guard,💂,3,😦;💂,true
guess,🤔,2,🤷,false
guide,🧭,3,🦮;🪬,false
guitar,🎸,3,🎸,true
gun,🔫,3,🔫,true
gym,🏋️,3,💪,false
gymnastics,🤸,3,🤸,true
gyro,🌯,3,🥙,false
habitat,🏞️,2,🌳,false
hail,🧊,3,🚖,false
hair,💇,3,👱;💇;🦰;🦱;🦳;🦲;🪮,true
hairless,🦲,2,🦲,true
hairy,💇,2,🫈,false
halo,😇,3,😇,true
halt,🛑,3,🫷;🫸,false
hammer,🔨,3,🔨;⛏️;⚒️;🛠️,true
hamster,🐹,3,🐹,true
hand,✋️,3,🤭;🫢;👋;🤚;🖐️;✋️;🖖;🫱;🫲;🫳;🫴;🫷;🫸;👌;🤌;🤏;✌️;🤞;🫰;🤟;🤘;🤙;👈️;👉️;👆️;🖕;👇️;☝️;🫵;👍️;👎️;✊️;👊;👏;🙌;👐;🤝;🙏;✍️;🙅;🙆;💁;🙋;👭;👫;👬;🧤;🪭;🪬,true
handle,🖐️,2,🤹;🍵,false
handy,🛠️,2,🪛,false
hang,🪢,2,🤙;🪂,false
happy,😊,3,😀;😃;😄;😁;😆;🤣;😂;🙂;😇;☺️;🥲;🥳;🤸;🎂,false
hard,🪨,2,🦻,false
harp,🎼,3,🪉,false
hat,🎩,3,🤠;🥳;👷;👲;👒;🎩;🎓️;🧢;⛑️,true
hatchet,🪓,3,🪓,true
haunting,👻,2,👻,true
head,🗣️,2,🤕;🤯;🧕;🗣️,true
health,💪,2,🍎;🫚,false
hear,👂️,3,🙉;👂️;🧏,true
hearing,👂️,2,👂️;🦻,true
heart,❤️,3,🥰;😍;😘;😻;💌;💘;💝;💖;💗;💓;💞;💕;💟;❣️;💔;❤️;🩷;🧡;💛;💚;💙;🩵;💜;🤎;🖤;🩶;🤍;💋;🫰;🫶;🫀;💏;💑;🏠️;🏡;♥️;🩺,true
hearth,🔥,2,💟,false
heat,🔥,3,🫠;🥵;😳;🌞,false
heavenly,😇,2,🪽,false
heavy,🏋️,2,❣️;🪨;➖️;➗️;🟰;💲;⭕️;✔️,false
heel,👠,2,👠,true
helicopter,🚁,3,🚁,true
hello,👋,3,👋;🫂,true
helmet,🪖,3,💂;🪖;⛑️,true
help,🆘,3,🩼;🆘,true
herb,🌿,3,🌿;🫚,true
herd,🐄,3,🦬,false
here,📍,2,🙋;🈁,false
hero,🦸,3,🦸,true
hey,👋,3,👋,true
hi,👋,3,👋,true
hibiscus,🌺,3,🌺,true
hidden,🙈,2,🫥;🥷,false
hide,🙈,3,🫣;🫥;🙈,true
high,⬆️,2,✋️;🫷;🫸;🙏;🚄;🚅;⚡️;👠;🔊,false
hike,🥾,3,🚶,false
hilarious,😂,3,🤣;😂,true
hippo,🦛,3,🦛,true
hippopotamus,🦛,3,🦛,true
hit,👊,3,🎯,false
hockey,🏒,3,🏑;🏒,true
hoist,🏋️,2,🛗,false
hold,🤲,2,🫱;🫲;🫴;🫷;🫸;🤌;👭;👫;👬,false
holding,🤲,2,🥹;👭;👫;👬,false
hole,🕳️,3,🕳️;⛳️;🪏,true
holiday,🎉,3,🎅;🤶,false
hollow,🕳️,2,⭕️,false
home,🏠️,3,🪹;🛖;🏚️;🏠️;🏡;🔨;🔧;🔩,true
honey,🍯,3,🐻;🦡;🐝;🍯,true
honk,📯,2,🪿,false
hook,🪝,3,🪝,true
hoop,⭕️,2,🏀,false
hooray,🎉,2,🥳;🙌;🎉,true
horizontal,➡️,2,🚥,false
horn,📯,3,🥳;📯,true
horoscope,♈️,2,♈️;♉️;♊️;♋️;♌️;♍️;♎️;♏️;♐️;♑️;♒️;♓️,true
horrible,😱,2,😝,false
horror,😱,3,🧟,false
horse,🐴,3,🏇;🐴;🐎;🎠,true
hospital,🏥,3,🏥,true
hot,🔥,3,🫠;🥵;😳;🌶️;🌭;☕️;♨️;🔥;🪭;💣️,true
hotel,🏨,3,🛌;🏨;🏩;🛎️;🛍️;🛏️;🛋️,true
house,🏠️,3,🪴;🛖;🏘️;🏚️;🏠️;🏡,true
hug,🤗,3,🤗;👐;🫂,true
huh,🤔,2,🤌,false
human,🧑,3,👱,false
hump,🐫,2,🐪;🐫,true
hundred,💯,3,💯,true
hungry,🍽️,2,😋;😩;🍗;🍔;🍕;🍴,false
hurl,🤮,1,🤾,false
hurricane,🌀,3,🌀,true
hurry,🏃,2,🏃,true
hurt,🤕,3,🤕;🩼,true
hut,🛖,3,🛖,true
hyacinth,🌸,2,🪻,false
hygiene,🧼,2,🪥,false
i,👤,1,ℹ️,false
ice,🧊,3,🍦;🍧;🍨;🧊;🏒;⛸️,true
id,🪪,2,🪪;🆔,true
idea,💡,3,💭;💡,true
identical,👯,2,👯,true
identification,🪪,2,🪪,true
identity,🪪,2,🫆;🆔,false
ignorance,🙈,2,🤷,false
ill,🤒,3,🤒,true
imp,😈,2,👿,false
improvement,📈,2,🔨;🔧;🔩,false
in,➡️,1,😱;🤵;🕴️;🧖;🧘;🛌;👤;👥;🍃;🛫;⛳️;🚮,false
incognito,🕵️,2,🥸,false
incoming,📥️,2,📨,false
indecisive,🤔,2,🧇,false
index,📇,3,🫰;👈️;👉️;👆️;👇️;☝️;🫵;🗂️;📇,true
indifference,😐️,3,🤷,false
indigo,🟣,2,🪻,false
infant,👶,3,👶;🍼,true
infinity,♾️,3,♾️,true
information,ℹ️,3,ℹ️,true
inhalation,💨,2,🫁,false
injury,🤕,3,🤕;🩸,true
ink,🖋️,3,🔏;🫟,false
innocent,😇,3,😇,true
input,⌨️,2,🔠;🔡;🔢;🔣;🔤,false
insect,🐛,3,🦋;🐛;🐜;🐝;🪲;🐞;🦗;🪳;🕷️;🦟;🪰,true
instrument,🎻,3,🎷;🎺;🪊;🪗;🎸;🎹;🎻;🪘;🪇;🪈;🪉,true
intelligent,🧠,3,🤓;🧠,true
interrogation,❓️,2,🤌,false
intersection,🚦,3,🚥;🚦,true
introvert,🙊,2,🫥,false
invent,💡,2,💭,false
invention,💡,3,💭,false
invertebrate,🐌,2,🪼,false
invisible,👻,3,🫥,false
invoice,🧾,3,🧾,true
iron,🔨,3,🧇,false
ironic,😏,2,😼,false
island,🏝️,3,🏝️,true
jack,🃏,2,🎃,false
jacket,🧥,3,🥼;🧥,true
jar,🫙,3,🍯;🫙,true
jazz,🎷,3,👐;🪊,false
jealous,😒,3,😐️;😑;😒,true
jeans,👖,3,👖,true
jelly,🍮,2,😒;🪼,false
jet,✈️,3,✈️,true
jewel,💎,3,💎,true
job,💼,3,👏;🏢,false
jockey,🏇,3,🏇,true
joke,😂,3,😜,false
joker,🃏,3,🃏,true
journey,🧳,3,🛄,false
joy,😊,3,🤣;😂;🥲;🥹;😹,false
judo,🥋,3,🥋,true
jug,🏺,3,🏺,true
juggle,🤹,3,🤹,true
juice,🧃,3,🥤;🧃,true
jump,🤸,3,🦘,false
justice,⚖️,3,⚖️;♎️,true
kale,🥬,3,🥬,true
kangaroo,🦘,3,🦘,true
karaoke,🎤,3,🎤,true
karate,🥋,3,🥋,true
kebab,🍢,3,🥙;🍢,true
keep,🤲,1,🤐;💯,false
kerchief,🧣,2,🧕,false
key,🔑,3,🔐;🔑;🗝️,true
kick,🦵,3,🦵;🦶;🛴;👞;👟,true
kid,🧒,3,🧒;👦;👧,true
kidney,🫘,3,🫘,true
kimono,👘,3,👘,true
king,🤴,3,🤴;👑,true
kiss,💋,3,😘;😗;😙;😽;💋;👄;🫦;💏;💑,true
kitchen,🍳,3,🔪,false
kite,🪁,3,🪁,true
kitten,🐱,3,🐱;🐈️,true
kitty,🐱,3,🐱,true
kiwi,🥝,3,🥝,true
knee,🦵,3,🦵,true
kneel,🧎,3,🧎,true
knife,🔪,3,🍽️;🍴;🔪;🗡️,true
knit,🧶,3,🧶,true
knot,🪢,3,🪢,true
know,💡,2,🫴;🙋,false
knowledge,🧠,2,📖;📚️,false
knuckle,👊,2,👊,true
koala,🐨,3,🐨,true
lab,🧪,3,🥼;🔍️;🔎;🧪;🧫;🔬,true
label,🏷️,3,🏷️,true
lacrosse,🥍,3,🥍,true
ladder,🪜,3,🪜,true
lady,👩,3,👩;👵;🐞;👚;👜,true
lake,🏞️,3,🚣;🚤,false
lamb,🐑,3,🐑,true
lamp,💡,3,🧞;🪔;🛋️,false
landing,🛬,2,🛬,true
lantern,🏮,3,🎃;🏮,true
large,📏,2,🤪;🦣;🦤;🌥️;⭕️;⬛️;⬜️;🔶;🔷,false
last,🔚,2,🌗;🌜️;⏮️,false
late,⏰️,2,🫩;⏰️,true
lather,🧼,2,🧼,true
laugh,😂,3,😀;😄;😆;🤣;😂;😹,true
launch,🚀,3,🚀,true
laundry,🧺,3,🧺,true
lavatory,🚽,2,🚹️;🚺️;🚻;🚾,false
lavender,💜,2,🪻,false
law,⚖️,3,👮,false
lazy,😴,3,🦥,false
leaf,🍁,3,🌿;🍀;🍁;🍂;🍃;🔰,true
leafless,🌳,1,🪾,false
leafy,🍃,2,🥬,false
ledger,📒,2,📒,true
leer,😏,2,😏,true
left,⬅️,3,🗨️;🫲;👈️;🤛;🔍️;🛅;↙️;⬅️;↖️;↔️;↩️;↪️;◀️,true
leg,🦵,3,🦿;🦵;🍗,true
legged,🦵,1,🧘,false
legit,✅️,1,👌,false
legume,🫘,2,🫘;🫛,true
lemon,🍋,3,🍋,true
leopard,🐆,3,🐆,true
lesbian,🌈,1,🌈,true
letter,✉️,3,💌;✉️;📧;📨;📩;📤️;📥️,true
lettuce,🥬,3,🥬,true
level,📏,2,🎚️,false
liar,🤥,3,🤥,true
liberty,🗽,3,🗽,true
library,📚️,3,📖;📗;📘;📙;📚️,true
license,📜,2,🪪,false
lick,👅,3,👅,true
lie,🤥,3,🤥,true
life,🌱,2,🪼;🛟;🧬,false
lift,🏋️,2,🫴;🚠;🛗,false
light,💡,3,🩵;🪶;🚈;🚨;🚥;🚦;🧨;🕯️;💡;🔦;🏮;🪔;🔆,true
lightning,⚡️,3,⛈️;🌩️;⚡️,true
like,👍️,3,🩷;🩵;👍️,true
lilac,💜,3,🪻,false
limb,🦵,2,🦵,true
line,➖️,2,🫥,false
link,🔗,3,🖇️;🔗,true
links,🔗,1,🔗,true
lion,🦁,3,🦁;🦭;♌️,true
lip,👄,3,🫦,false
liquid,💧,3,🫠;🫗;🫟,false
liquor,🥃,3,🥃,true
list,📝,3,📋️,false
listen,👂️,3,🙉;👂️,true
lit,💡,2,🔥,false
litter,🗑️,2,🚮;🚯,false
little,🤏,3,🤏,true
lives,🧬,1,☯️,false
lizard,🦎,3,🦎,true
llama,🦙,3,🦙,true
loaf,🍞,3,🍞,true
lob,🎾,2,🤾,false
lobster,🦞,3,🦞,true
location,📍,3,📍,true
lock,🔒️,3,🔒️;🔓️;🔏;🔐;🔑;🗝️,true
locker,🗄️,2,🛅,false
locomotive,🚂,3,🚂,true
log,🪵,3,🪵,true
lollipop,🍭,3,🍭,true
lonely,😔,2,💔,false
long,📏,2,🪘,false
look,👀,2,👀,true
loop,🔁,2,➰️;➿️,false
loose,🪢,2,🤙,false
loot,💰️,2,🪎,false
lorry,🚚,3,🚛,false
lost,😵,2,😔,false
lotion,🧴,3,🧴,true
lotus,🪷,3,🧘;🪷,true
loud,📢,3,🔊;📢,true
love,❤️,3,🥰;😍;😘;😗;😙;😻;💌;💘;💓;💕;❤️;🩷;💛;💚;💙;🩵;💜;🩶;🫰;🤟;🫶;💏;💑;🫂;💐;🌹;🏩;🪉,true
lover,💑,2,😘,false
loving,🥰,2,💕,false
low,⬇️,2,🔈️;🪫;🔅,false
luck,🍀,3,🫡;🤞;🧧,false
lucky,🍀,3,🍀,true
